0, 0.499412
16, 0.478023
32, 0.466138
48, 0.451417
64, 0.435796
80, 0.421118
96, 0.416661
112, 0.408369
128, 0.404642
144, 0.401278
160, 0.401875
176, 0.398186
192, 0.395231
208, 0.394295
224, 0.391109
240, 0.391302
256, 0.392313
272, 0.392167
288, 0.389483
304, 0.385427
320, 0.382807
336, 0.381614
352, 0.380283
368, 0.377611
384, 0.376855
400, 0.375277
416, 0.374581
432, 0.372468
448, 0.369176
464, 0.366007
